INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,OPR_INTERVAL,GROUP
2009-11-11T00:00:00-00:00,2009-11-11T00:15:00-00:00,2009-11-10,17,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,35.15342,1,1
2009-11-11T01:00:00-00:00,2009-11-11T01:15:00-00:00,2009-11-10,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,37.10157,1,1
2009-11-11T02:00:00-00:00,2009-11-11T02:15:00-00:00,2009-11-10,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,53.77215,1,1
2009-11-11T03:00:00-00:00,2009-11-11T03:15:00-00:00,2009-11-10,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,45.80303,1,1
2009-11-11T04:00:00-00:00,2009-11-11T04:15:00-00:00,2009-11-10,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,45.84041,1,1
2009-11-11T05:00:00-00:00,2009-11-11T05:15:00-00:00,2009-11-10,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,60.27392,1,1
2009-11-11T06:00:00-00:00,2009-11-11T06:15:00-00:00,2009-11-10,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,42.18421,1,1
2009-11-11T07:00:00-00:00,2009-11-11T07:15:00-00:00,2009-11-10,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,29.74986,1,1
2009-11-11T00:15:00-00:00,2009-11-11T00:30:00-00:00,2009-11-10,17,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,35.24896,2,1
2009-11-11T01:15:00-00:00,2009-11-11T01:30:00-00:00,2009-11-10,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,42.9254,2,1
2009-11-11T02:15:00-00:00,2009-11-11T02:30:00-00:00,2009-11-10,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,47.65564,2,1
